session_id,mechanism,noise_multiplier,l2_before,l2_after,distortion_ratio,silhouette_score,accuracy,precision,recall,f1,mae,dp_update_uri,dp_receipt,dp_receipt_uri,mode,explain_uri,retrieval_avg_latency_ms,retrieval_median_latency_ms,retrieval_k,rag_mean_latency,rag_median_latency,rag_k
sess-1764811070,gaussian,0.0,2.5853350162506104,1.0,0.3867970662709144,0.6428140473495221,0.796,0.746,0.766,0.756,0.212,file://secure_store/local_updates/dp_gaussian_1764811182082.pt.enc,"{""agent"": ""dp-agent"", ""session_id"": ""sess-1764811070"", ""operation"": ""dp_process_update"", ""params"": {""clip_norm"": 1.0, ""clip_applied"": true, ""noise_multiplier"": 0.0, ""mechanism"": ""gaussian"", ""l2_norm_before"": 2.5853350162506104, ""l2_norm_after"": 1.0}, ""outputs"": [""file://secure_store/local_updates/dp_gaussian_1764811182082.pt.enc""], ""timestamp"": ""2025-12-04T01:19:42.082890Z"", ""signature"": ""h7ceHLnMWNaX9xnUFcNTQouktEc0q1pUIXq1p0dxp7c=""}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_eb8f5fec39cd4d5596eed2bbacc7ab9a.json,vector_rag,/home/ritik26/Desktop/BE-Major-Project/explain_logs/vector_rag_explain_1764811182080.txt,35.44945191865708,38.52386998743616,5,35.44945191865708,38.52386998743616,5
sess-1764811070,gaussian,0.5,2.5853350162506104,6.299602031707764,2.436667584538855,0.6489197547717358,0.731,0.681,0.701,0.691,0.219,file://secure_store/local_updates/dp_gaussian_1764811182084.pt.enc,"{""agent"": ""dp-agent"", ""session_id"": ""sess-1764811070"", ""operation"": ""dp_process_update"", ""params"": {""clip_norm"": 1.0, ""clip_applied"": true, ""noise_multiplier"": 0.5, ""mechanism"": ""gaussian"", ""l2_norm_before"": 2.5853350162506104, ""l2_norm_after"": 6.299602031707764}, ""outputs"": [""file://secure_store/local_updates/dp_gaussian_1764811182084.pt.enc""], ""timestamp"": ""2025-12-04T01:19:42.084821Z"", ""signature"": ""qYSO703y9+8wQ3FIjNiJRuBxiy3wReakc3SlbvPA6iM=""}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_03b324f7ead148d5a4434cb8754e2456.json,vector_rag,/home/ritik26/Desktop/BE-Major-Project/explain_logs/vector_rag_explain_1764811182080.txt,35.44945191865708,38.52386998743616,5,35.44945191865708,38.52386998743616,5
sess-1764811070,gaussian,1.0,2.5853350162506104,11.224916458129883,4.341764755140742,0.643747007814629,0.723,0.673,0.693,0.683,0.148,file://secure_store/local_updates/dp_gaussian_1764811182086.pt.enc,"{""agent"": ""dp-agent"", ""session_id"": ""sess-1764811070"", ""operation"": ""dp_process_update"", ""params"": {""clip_norm"": 1.0, ""clip_applied"": true, ""noise_multiplier"": 1.0, ""mechanism"": ""gaussian"", ""l2_norm_before"": 2.5853350162506104, ""l2_norm_after"": 11.224916458129883}, ""outputs"": [""file://secure_store/local_updates/dp_gaussian_1764811182086.pt.enc""], ""timestamp"": ""2025-12-04T01:19:42.086909Z"", ""signature"": ""KrpzyXe+11dRt83Hu2YVCb6W4Mse2uWCIUZTQSHb6Ns=""}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_19d5b82795724da584ecae5521caaa18.json,vector_rag,/home/ritik26/Desktop/BE-Major-Project/explain_logs/vector_rag_explain_1764811182080.txt,35.44945191865708,38.52386998743616,5,35.44945191865708,38.52386998743616,5
sess-1764811070,gaussian,1.5,2.5853350162506104,16.96696662902832,6.56277291562466,0.6622230459197422,0.878,0.828,0.848,0.838,0.335,file://secure_store/local_updates/dp_gaussian_1764811182088.pt.enc,"{""agent"": ""dp-agent"", ""session_id"": ""sess-1764811070"", ""operation"": ""dp_process_update"", ""params"": {""clip_norm"": 1.0, ""clip_applied"": true, ""noise_multiplier"": 1.5, ""mechanism"": ""gaussian"", ""l2_norm_before"": 2.5853350162506104, ""l2_norm_after"": 16.96696662902832}, ""outputs"": [""file://secure_store/local_updates/dp_gaussian_1764811182088.pt.enc""], ""timestamp"": ""2025-12-04T01:19:42.088834Z"", ""signature"": ""VvSEFDybmTe7hL2YIcKRDTJgRevNnFMtsk2RXmWLSc4=""}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_4739cfd6320f4599ac9626adafbed2be.json,vector_rag,/home/ritik26/Desktop/BE-Major-Project/explain_logs/vector_rag_explain_1764811182080.txt,35.44945191865708,38.52386998743616,5,35.44945191865708,38.52386998743616,5
sess-1764811070,gaussian,2.0,2.5853350162506104,22.06580352783203,8.534988069475823,0.6692636376837757,0.696,0.646,0.666,0.656,0.255,file://secure_store/local_updates/dp_gaussian_1764811182090.pt.enc,"{""agent"": ""dp-agent"", ""session_id"": ""sess-1764811070"", ""operation"": ""dp_process_update"", ""params"": {""clip_norm"": 1.0, ""clip_applied"": true, ""noise_multiplier"": 2.0, ""mechanism"": ""gaussian"", ""l2_norm_before"": 2.5853350162506104, ""l2_norm_after"": 22.06580352783203}, ""outputs"": [""file://secure_store/local_updates/dp_gaussian_1764811182090.pt.enc""], ""timestamp"": ""2025-12-04T01:19:42.090664Z"", ""signature"": ""DHos5xVLwAneNYUgDwmnOWTfOnVuX/16j27c0GRFa88=""}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_b7ea2a0cf7fc4f1c83434f38d7d58614.json,vector_rag,/home/ritik26/Desktop/BE-Major-Project/explain_logs/vector_rag_explain_1764811182080.txt,35.44945191865708,38.52386998743616,5,35.44945191865708,38.52386998743616,5
sess-1764811070,laplace,0.0,2.5853350162506104,1.0,0.3867970662709144,0.6597863830768628,0.861,0.811,0.831,0.821,0.111,file://secure_store/local_updates/dp_laplace_1764811182092.pt.enc,"{""agent"": ""dp-agent"", ""session_id"": ""sess-1764811070"", ""operation"": ""dp_process_update"", ""params"": {""clip_norm"": 1.0, ""clip_applied"": true, ""noise_multiplier"": 0.0, ""mechanism"": ""laplace"", ""l2_norm_before"": 2.5853350162506104, ""l2_norm_after"": 1.0}, ""outputs"": [""file://secure_store/local_updates/dp_laplace_1764811182092.pt.enc""], ""timestamp"": ""2025-12-04T01:19:42.092512Z"", ""signature"": ""zZYOLgCq0Gajp1Te9K/orZTZAmb57lISsJH2aWLnyGs=""}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_10f3f5d54f68485b9ef80fac3e958369.json,vector_rag,/home/ritik26/Desktop/BE-Major-Project/explain_logs/vector_rag_explain_1764811182080.txt,35.44945191865708,38.52386998743616,5,35.44945191865708,38.52386998743616,5
sess-1764811070,laplace,0.5,2.5853350162506104,7.383227348327637,2.8558106779443126,0.6422743108457102,0.601,0.551,0.571,0.561,0.225,file://secure_store/local_updates/dp_laplace_1764811182094.pt.enc,"{""agent"": ""dp-agent"", ""session_id"": ""sess-1764811070"", ""operation"": ""dp_process_update"", ""params"": {""clip_norm"": 1.0, ""clip_applied"": true, ""noise_multiplier"": 0.5, ""mechanism"": ""laplace"", ""l2_norm_before"": 2.5853350162506104, ""l2_norm_after"": 7.383227348327637}, ""outputs"": [""file://secure_store/local_updates/dp_laplace_1764811182094.pt.enc""], ""timestamp"": ""2025-12-04T01:19:42.094579Z"", ""signature"": ""9Zfica9xrIs7SUZYm4MIXc7tzTmrGxuNGGC8NiZDQgc=""}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_1431cae3ece243688920657b9865c2b5.json,vector_rag,/home/ritik26/Desktop/BE-Major-Project/explain_logs/vector_rag_explain_1764811182080.txt,35.44945191865708,38.52386998743616,5,35.44945191865708,38.52386998743616,5
sess-1764811070,laplace,1.0,2.5853350162506104,15.151277542114258,5.860469703546186,0.6387148093891343,0.761,0.711,0.731,0.721,0.368,file://secure_store/local_updates/dp_laplace_1764811182096.pt.enc,"{""agent"": ""dp-agent"", ""session_id"": ""sess-1764811070"", ""operation"": ""dp_process_update"", ""params"": {""clip_norm"": 1.0, ""clip_applied"": true, ""noise_multiplier"": 1.0, ""mechanism"": ""laplace"", ""l2_norm_before"": 2.5853350162506104, ""l2_norm_after"": 15.151277542114258}, ""outputs"": [""file://secure_store/local_updates/dp_laplace_1764811182096.pt.enc""], ""timestamp"": ""2025-12-04T01:19:42.096619Z"", ""signature"": ""diEFAK0dyGVEn+KThSz3fS1mpyk6E8DE89A3y7lz4bU=""}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_3931cc6d941547898c808f4701779d49.json,vector_rag,/home/ritik26/Desktop/BE-Major-Project/explain_logs/vector_rag_explain_1764811182080.txt,35.44945191865708,38.52386998743616,5,35.44945191865708,38.52386998743616,5
sess-1764811070,laplace,1.5,2.5853350162506104,21.60140037536621,8.35535829253508,0.6539518677170946,0.818,0.768,0.788,0.778,0.257,file://secure_store/local_updates/dp_laplace_1764811182098.pt.enc,"{""agent"": ""dp-agent"", ""session_id"": ""sess-1764811070"", ""operation"": ""dp_process_update"", ""params"": {""clip_norm"": 1.0, ""clip_applied"": true, ""noise_multiplier"": 1.5, ""mechanism"": ""laplace"", ""l2_norm_before"": 2.5853350162506104, ""l2_norm_after"": 21.60140037536621}, ""outputs"": [""file://secure_store/local_updates/dp_laplace_1764811182098.pt.enc""], ""timestamp"": ""2025-12-04T01:19:42.098578Z"", ""signature"": ""5nuDiHRWTYwyIJqwt020p+phtxMTtBLxsrBmanAfrxU=""}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_78ea68d62467426cb4e0983e7fd25dba.json,vector_rag,/home/ritik26/Desktop/BE-Major-Project/explain_logs/vector_rag_explain_1764811182080.txt,35.44945191865708,38.52386998743616,5,35.44945191865708,38.52386998743616,5
sess-1764811070,laplace,2.0,2.5853350162506104,35.132476806640625,13.589138959639538,0.6445459928267822,0.78,0.73,0.75,0.74,0.29,file://secure_store/local_updates/dp_laplace_1764811182100.pt.enc,"{""agent"": ""dp-agent"", ""session_id"": ""sess-1764811070"", ""operation"": ""dp_process_update"", ""params"": {""clip_norm"": 1.0, ""clip_applied"": true, ""noise_multiplier"": 2.0, ""mechanism"": ""laplace"", ""l2_norm_before"": 2.5853350162506104, ""l2_norm_after"": 35.132476806640625}, ""outputs"": [""file://secure_store/local_updates/dp_laplace_1764811182100.pt.enc""], ""timestamp"": ""2025-12-04T01:19:42.100601Z"", ""signature"": ""aQhrv7COmnUpNSZsqYB9Rfnh9aTuakbsyNBNsN3MFdU=""}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_91fdc25f14fa470bae0f2f162590bd88.json,vector_rag,/home/ritik26/Desktop/BE-Major-Project/explain_logs/vector_rag_explain_1764811182080.txt,35.44945191865708,38.52386998743616,5,35.44945191865708,38.52386998743616,5
