session_id,mechanism,noise_multiplier,l2_before,l2_after,distortion_ratio,silhouette_score,dp_update_uri,dp_receipt,receipt_uri
sess-1759090226,gaussian,0.0,0.02078418619930744,0.02078418619930744,0.9999995188652039,0.4199540317058563,file://secure_store/local_updates/dp_gaussian_1759090369288.pt.enc,"{'agent': 'dp-agent', 'session_id': 'sess-1759090226', 'operation': 'dp_process_update', 'params': {'clip_norm': 1.0, 'clip_applied': False, 'noise_multiplier': 0.0, 'mechanism': 'gaussian', 'l2_norm_before': 0.02078418619930744, 'l2_norm_after': 0.02078418619930744}, 'outputs': ['file://secure_store/local_updates/dp_gaussian_1759090369288.pt.enc'], 'timestamp': '2025-09-28T20:12:49.288600Z', 'signature': 'WPZGl5DtiukYWXnUbdBdtkleM/SOpe1o0XVMY+TKkwA='}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_f1b7b4e209784a10b25cbcfa1d6c251e.json
sess-1759090226,gaussian,0.5,0.02078418619930744,13.657430648803711,657.1065110162305,0.5873979330062866,file://secure_store/local_updates/dp_gaussian_1759090369319.pt.enc,"{'agent': 'dp-agent', 'session_id': 'sess-1759090226', 'operation': 'dp_process_update', 'params': {'clip_norm': 1.0, 'clip_applied': False, 'noise_multiplier': 0.5, 'mechanism': 'gaussian', 'l2_norm_before': 0.02078418619930744, 'l2_norm_after': 13.657430648803711}, 'outputs': ['file://secure_store/local_updates/dp_gaussian_1759090369319.pt.enc'], 'timestamp': '2025-09-28T20:12:49.320046Z', 'signature': 'dimCAFZ81o8Zy2vcvClct989CdH/ZIrd8qSH2iBoIcw='}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_570a038f530148409852342455737c27.json
sess-1759090226,gaussian,1.0,0.02078418619930744,27.93667984008789,1344.13087579585,0.7332344055175781,file://secure_store/local_updates/dp_gaussian_1759090369328.pt.enc,"{'agent': 'dp-agent', 'session_id': 'sess-1759090226', 'operation': 'dp_process_update', 'params': {'clip_norm': 1.0, 'clip_applied': False, 'noise_multiplier': 1.0, 'mechanism': 'gaussian', 'l2_norm_before': 0.02078418619930744, 'l2_norm_after': 27.93667984008789}, 'outputs': ['file://secure_store/local_updates/dp_gaussian_1759090369328.pt.enc'], 'timestamp': '2025-09-28T20:12:49.328268Z', 'signature': 'EMR9nDAuowmv6VtBYeSpAQNHkg7tmx8Rh8dkpZ4xKDA='}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_3d402ad2fafd4e368d07b49bd4eaf6cb.json
sess-1759090226,gaussian,1.5,0.02078418619930744,39.96635818481445,1922.9205595233066,0.7458181381225586,file://secure_store/local_updates/dp_gaussian_1759090369336.pt.enc,"{'agent': 'dp-agent', 'session_id': 'sess-1759090226', 'operation': 'dp_process_update', 'params': {'clip_norm': 1.0, 'clip_applied': False, 'noise_multiplier': 1.5, 'mechanism': 'gaussian', 'l2_norm_before': 0.02078418619930744, 'l2_norm_after': 39.96635818481445}, 'outputs': ['file://secure_store/local_updates/dp_gaussian_1759090369336.pt.enc'], 'timestamp': '2025-09-28T20:12:49.336845Z', 'signature': 'jDzCAET17MkwljIy3UVGjJZ+GatkZl0hWKR7AwDAXnU='}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_220a3a225ac64505a2c10b7c7b368b4b.json
sess-1759090226,gaussian,2.0,0.02078418619930744,55.142974853515625,2653.1203961283363,0.7311564683914185,file://secure_store/local_updates/dp_gaussian_1759090369344.pt.enc,"{'agent': 'dp-agent', 'session_id': 'sess-1759090226', 'operation': 'dp_process_update', 'params': {'clip_norm': 1.0, 'clip_applied': False, 'noise_multiplier': 2.0, 'mechanism': 'gaussian', 'l2_norm_before': 0.02078418619930744, 'l2_norm_after': 55.142974853515625}, 'outputs': ['file://secure_store/local_updates/dp_gaussian_1759090369344.pt.enc'], 'timestamp': '2025-09-28T20:12:49.344983Z', 'signature': 'kiKwXy7TguEn9F6OLCNpnZFWFVkO1AHnOLlavMgpt0s='}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_81c5292b506e45eba002faa9159899b4.json
sess-1759090226,laplace,0.0,0.02078418619930744,0.02078418619930744,0.9999995188652039,0.4199540317058563,file://secure_store/local_updates/dp_laplace_1759090369352.pt.enc,"{'agent': 'dp-agent', 'session_id': 'sess-1759090226', 'operation': 'dp_process_update', 'params': {'clip_norm': 1.0, 'clip_applied': False, 'noise_multiplier': 0.0, 'mechanism': 'laplace', 'l2_norm_before': 0.02078418619930744, 'l2_norm_after': 0.02078418619930744}, 'outputs': ['file://secure_store/local_updates/dp_laplace_1759090369352.pt.enc'], 'timestamp': '2025-09-28T20:12:49.352840Z', 'signature': 'MPEkUqnWPHzS29dQTIZfv0a8LZ0d3zZSe9n2tGHevJY='}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_fe8c81e979634e06a2f1faf7a9e85bd3.json
sess-1759090226,laplace,0.5,0.02078418619930744,20.232555389404297,973.4586411418918,0.5092653036117554,file://secure_store/local_updates/dp_laplace_1759090369360.pt.enc,"{'agent': 'dp-agent', 'session_id': 'sess-1759090226', 'operation': 'dp_process_update', 'params': {'clip_norm': 1.0, 'clip_applied': False, 'noise_multiplier': 0.5, 'mechanism': 'laplace', 'l2_norm_before': 0.02078418619930744, 'l2_norm_after': 20.232555389404297}, 'outputs': ['file://secure_store/local_updates/dp_laplace_1759090369360.pt.enc'], 'timestamp': '2025-09-28T20:12:49.361015Z', 'signature': 'BGN9gcTkFwKxEdaJuaWYep363y0JzSOkkYUIvilHH/A='}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_3553e532271c4fd0b0ad81e48d5cb16d.json
sess-1759090226,laplace,1.0,0.02078418619930744,41.36973190307617,1990.4417522990216,0.753459095954895,file://secure_store/local_updates/dp_laplace_1759090369369.pt.enc,"{'agent': 'dp-agent', 'session_id': 'sess-1759090226', 'operation': 'dp_process_update', 'params': {'clip_norm': 1.0, 'clip_applied': False, 'noise_multiplier': 1.0, 'mechanism': 'laplace', 'l2_norm_before': 0.02078418619930744, 'l2_norm_after': 41.36973190307617}, 'outputs': ['file://secure_store/local_updates/dp_laplace_1759090369369.pt.enc'], 'timestamp': '2025-09-28T20:12:49.369576Z', 'signature': 'nEMzZuxAa75rISFg2D9zFD7LuXaRQQ3+P0rYVlaHHFs='}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_78b2b185a90f4c10aa6f50e67c6b3580.json
sess-1759090226,laplace,1.5,0.02078418619930744,59.50983810424805,2863.2253820925243,0.6614170074462891,file://secure_store/local_updates/dp_laplace_1759090369377.pt.enc,"{'agent': 'dp-agent', 'session_id': 'sess-1759090226', 'operation': 'dp_process_update', 'params': {'clip_norm': 1.0, 'clip_applied': False, 'noise_multiplier': 1.5, 'mechanism': 'laplace', 'l2_norm_before': 0.02078418619930744, 'l2_norm_after': 59.50983810424805}, 'outputs': ['file://secure_store/local_updates/dp_laplace_1759090369377.pt.enc'], 'timestamp': '2025-09-28T20:12:49.377792Z', 'signature': 'iuiP/ji00RWOOv28R/TebMys/HD8J41/hmSG3dcJeJM='}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_17948db3b8b1488d85b724049bfcfe32.json
sess-1759090226,laplace,2.0,0.02078418619930744,73.114990234375,3517.8165916664743,0.4935900866985321,file://secure_store/local_updates/dp_laplace_1759090369385.pt.enc,"{'agent': 'dp-agent', 'session_id': 'sess-1759090226', 'operation': 'dp_process_update', 'params': {'clip_norm': 1.0, 'clip_applied': False, 'noise_multiplier': 2.0, 'mechanism': 'laplace', 'l2_norm_before': 0.02078418619930744, 'l2_norm_after': 73.114990234375}, 'outputs': ['file://secure_store/local_updates/dp_laplace_1759090369385.pt.enc'], 'timestamp': '2025-09-28T20:12:49.385942Z', 'signature': 'tqEHXPk5Q2YZKd3ZEuW86irXociyTVSLhrVVLm7WCSk='}",file:///home/ritik26/Desktop/BE-Major-Project/receipts/receipt_29c3d678d3874ad4961afb4b6e457b06.json
